,Supplier_ID,sum,count,num_manual_edit,cause,clusters,label
947,13618,5.183691841,2.63905733,0,No issue with the invoice,0,Cluster 1
948,13621,5.36994011,2.995732274,0,No issue with the invoice,0,Cluster 1
949,13623,6.618445215,4.406719247,0,No issue with the invoice,1,Cluster 2
950,13626,5.553850661,2.995732274,0,No issue with the invoice,0,Cluster 1
951,13627,7.402128298,4.532599493,0,No issue with the invoice,2,Cluster 3
952,13629,8.961027368,4.094344562,0,No issue with the invoice,2,Cluster 3
953,13630,7.617159593,4.276666119,0,No issue with the invoice,1,Cluster 2
954,13631,8.029895274,2.48490665,0,No issue with the invoice,1,Cluster 2
955,13632,7.66024155,4.990432587,0,No issue with the invoice,2,Cluster 3
956,13634,7.362746788,5.241747015,0,No issue with the invoice,2,Cluster 3
957,13635,6.977309326,4.143134726,0,No issue with the invoice,1,Cluster 2
958,13636,6.856588292,4.158883083,0,No issue with the invoice,1,Cluster 2
959,13637,6.698884387,4.624972813,0,No issue with the invoice,1,Cluster 2
960,13638,4.817374117,2.197224577,0,No issue with the invoice,0,Cluster 1
961,13639,6.941518821,3.713572067,0,No issue with the invoice,1,Cluster 2
962,13642,5.874368775,4.204692619,0,No issue with the invoice,1,Cluster 2
963,13643,6.254674608,3.36729583,0,No issue with the invoice,1,Cluster 2
964,13644,7.872935218,4.990432587,0,No issue with the invoice,2,Cluster 3
965,13645,5.533784668,1.791759469,0,No issue with the invoice,0,Cluster 1
966,13647,7.426025126,4.382026635,0,No issue with the invoice,1,Cluster 2
967,13649,5.851052393,3.17805383,0,No issue with the invoice,0,Cluster 1
968,13650,7.516074152,4.574710979,0,No issue with the invoice,2,Cluster 3
969,13651,4.555979942,1.945910149,0,No issue with the invoice,0,Cluster 1
970,13652,6.999495458,4.158883083,0,No issue with the invoice,1,Cluster 2
971,13654,7.904087488,5.117993812,0,No issue with the invoice,2,Cluster 3
972,13655,6.839444318,4.043051268,0,No issue with the invoice,1,Cluster 2
973,13656,5.941880318,3.912023005,0,No issue with the invoice,1,Cluster 2
974,13657,5.948400458,2.833213344,0,No issue with the invoice,0,Cluster 1
975,13658,7.878598588,4.691347882,0,No issue with the invoice,2,Cluster 3
976,13659,7.361502486,4.65396035,0,No issue with the invoice,2,Cluster 3
977,13662,6.801016036,3.988984047,0,No issue with the invoice,1,Cluster 2
978,13663,5.249494702,2.63905733,0,No issue with the invoice,0,Cluster 1
979,13666,4.450269225,2.564949357,0,No issue with the invoice,0,Cluster 1
980,13667,5.723650459,4.477336814,0,No issue with the invoice,1,Cluster 2
981,13668,8.758505094,6.154858094,0,No issue with the invoice,2,Cluster 3
982,13669,5.391579997,2.302585093,0,No issue with the invoice,0,Cluster 1
983,13670,5.859931157,3.258096538,0,No issue with the invoice,1,Cluster 2
984,13672,5.233192007,1.945910149,0,No issue with the invoice,0,Cluster 1
985,13673,5.98625098,4.189654742,0,No issue with the invoice,1,Cluster 2
986,13675,6.189946485,3.258096538,0,No issue with the invoice,1,Cluster 2
987,13678,5.453610251,2.833213344,0,No issue with the invoice,0,Cluster 1
988,13680,8.22239788,5.278114659,0,No issue with the invoice,2,Cluster 3
989,13681,6.720015068,4.060443011,0,No issue with the invoice,1,Cluster 2
990,13682,4.102643365,1.386294361,0,No issue with the invoice,0,Cluster 1
991,13684,4.222884351,3.433987204,0,No issue with the invoice,0,Cluster 1
992,13685,8.045729297,3.688879454,0,No issue with the invoice,1,Cluster 2
993,13686,4.290459441,2.197224577,0,No issue with the invoice,0,Cluster 1
994,13689,6.814542897,1.945910149,0,No issue with the invoice,0,Cluster 1
995,13690,5.154735638,2.302585093,0,No issue with the invoice,0,Cluster 1
996,13692,7.306074919,3.988984047,0,No issue with the invoice,1,Cluster 2
997,13694,11.08276728,6.343880434,0,No issue with the invoice,2,Cluster 3
998,13695,7.826095908,4.510859507,0,No issue with the invoice,2,Cluster 3
999,13697,5.02585226,2.564949357,0,No issue with the invoice,0,Cluster 1
1000,13699,5.73521654,2.708050201,0,No issue with the invoice,0,Cluster 1
1001,13700,7.725824397,5.288267031,0,No issue with the invoice,2,Cluster 3
1002,13703,4.610157727,0.693147181,0,No issue with the invoice,0,Cluster 1
1003,13704,7.744595794,4.905274778,0,No issue with the invoice,2,Cluster 3
1004,13705,6.569285048,3.36729583,0,No issue with the invoice,1,Cluster 2
1005,13706,5.804502239,3.044522438,0,No issue with the invoice,0,Cluster 1
1006,13707,6.693831594,3.891820298,0,No issue with the invoice,1,Cluster 2
1007,13708,5.696690721,3.951243719,0,No issue with the invoice,1,Cluster 2
1008,13709,8.752905425,5.82008293,0,No issue with the invoice,2,Cluster 3
1009,13710,5.201145455,2.197224577,0,No issue with the invoice,0,Cluster 1
1010,13711,5.533626615,2.63905733,0,No issue with the invoice,0,Cluster 1
1011,13712,5.437383415,2.397895273,0,No issue with the invoice,0,Cluster 1
1012,13715,6.985031085,4.663439094,0,No issue with the invoice,1,Cluster 2
1013,13716,4.936486295,3.091042453,0,No issue with the invoice,0,Cluster 1
1014,13717,7.276563318,4.634728988,0,No issue with the invoice,1,Cluster 2
1015,13718,5.728637676,2.564949357,0,No issue with the invoice,0,Cluster 1
1016,13719,6.949549601,4.110873864,0,No issue with the invoice,1,Cluster 2
1017,13720,6.685736095,3.784189634,0,No issue with the invoice,1,Cluster 2
1018,13721,6.263664894,3.36729583,0,No issue with the invoice,1,Cluster 2
1019,13722,7.773346225,4.454347296,0,No issue with the invoice,2,Cluster 3
1020,13723,5.302558361,1.945910149,0,No issue with the invoice,0,Cluster 1
1021,13725,7.591639692,4.65396035,0,No issue with the invoice,2,Cluster 3
1022,13726,6.985327245,3.761200116,0,No issue with the invoice,1,Cluster 2
1023,13727,5.812577087,3.044522438,0,No issue with the invoice,0,Cluster 1
1024,13728,6.924750046,4.158883083,0,No issue with the invoice,1,Cluster 2
1025,13730,6.624861723,3.784189634,0,No issue with the invoice,1,Cluster 2
1026,13731,6.416062123,3.663561646,0,No issue with the invoice,1,Cluster 2
1027,13732,6.200225158,3.526360525,0,No issue with the invoice,1,Cluster 2
1028,13735,7.967709896,5.283203729,0,No issue with the invoice,2,Cluster 3
1029,13736,6.597009267,5.257495372,0,No issue with the invoice,1,Cluster 2
1030,13737,5.830708768,3.433987204,0,No issue with the invoice,1,Cluster 2
1031,13739,5.384036242,1.386294361,0,No issue with the invoice,0,Cluster 1
1032,13740,5.862920696,3.17805383,0,No issue with the invoice,0,Cluster 1
1033,13741,6.506426604,3.555348061,0,No issue with the invoice,1,Cluster 2
1034,13742,8.049433443,5.774551546,0,No issue with the invoice,2,Cluster 3
1035,13743,7.202363312,3.737669618,0,No issue with the invoice,1,Cluster 2
1036,13744,7.053896828,4.290459441,0,No issue with the invoice,1,Cluster 2
1037,13745,5.707243146,3.258096538,0,No issue with the invoice,0,Cluster 1
1038,13747,4.38949865,0.693147181,0,No issue with the invoice,0,Cluster 1
1039,13748,6.855672199,3.36729583,0,No issue with the invoice,1,Cluster 2
1040,13750,7.407475465,3.218875825,0,No issue with the invoice,1,Cluster 2
1041,13751,5.694573536,2.302585093,0,No issue with the invoice,0,Cluster 1
1042,13752,7.079420256,4.343805422,0,No issue with the invoice,1,Cluster 2
1043,13753,6.609699586,3.583518938,0,No issue with the invoice,1,Cluster 2
1044,13754,5.647564795,2.564949357,0,No issue with the invoice,0,Cluster 1
1045,13755,7.678950872,5.837730447,0,No issue with the invoice,2,Cluster 3
1046,13756,8.554589164,4.96284463,0,No issue with the invoice,2,Cluster 3
1047,13758,8.068261971,4.770684624,0,No issue with the invoice,2,Cluster 3
1048,13759,6.492860854,3.258096538,0,No issue with the invoice,1,Cluster 2
1049,13760,5.662231047,4.060443011,0,No issue with the invoice,1,Cluster 2
1050,13761,6.976954796,4.262679877,0,No issue with the invoice,1,Cluster 2
1051,13762,5.729190279,2.079441542,0,No issue with the invoice,0,Cluster 1
1052,13763,7.44772797,2.772588722,0,No issue with the invoice,1,Cluster 2
1053,13764,7.328279757,5.342334252,0,No issue with the invoice,2,Cluster 3
1054,13767,9.753905753,5.910796644,0,No issue with the invoice,2,Cluster 3
1055,13769,7.936485015,4.912654886,0,No issue with the invoice,2,Cluster 3
1056,13771,7.876809224,4.787491743,0,No issue with the invoice,2,Cluster 3
1057,13772,7.032738994,5.18178355,0,No issue with the invoice,2,Cluster 3
1058,13774,5.846438775,3.135494216,0,No issue with the invoice,0,Cluster 1
1059,13777,10.16501146,5.288267031,0,No issue with the invoice,2,Cluster 3
1060,13778,5.191288794,2.302585093,0,No issue with the invoice,0,Cluster 1
1061,13780,5.888905659,4.060443011,0,No issue with the invoice,1,Cluster 2
1062,13781,4.858571324,2.890371758,0,No issue with the invoice,0,Cluster 1
1063,13782,6.816735881,4.753590191,0,No issue with the invoice,1,Cluster 2
1064,13784,7.809456094,3.465735903,0,No issue with the invoice,1,Cluster 2
1065,13786,5.444147815,2.079441542,0,No issue with the invoice,0,Cluster 1
1066,13787,5.736701321,3.465735903,0,No issue with the invoice,1,Cluster 2
1067,13790,5.857361563,3.828641396,0,No issue with the invoice,1,Cluster 2
1068,13791,7.324489979,2.48490665,0,No issue with the invoice,1,Cluster 2
1069,13792,5.280916852,2.63905733,0,No issue with the invoice,0,Cluster 1
1070,13798,10.52284959,5.857933154,0,No issue with the invoice,2,Cluster 3
1071,13799,6.536488678,3.688879454,0,No issue with the invoice,1,Cluster 2
1072,13800,6.32672176,3.526360525,0,No issue with the invoice,1,Cluster 2
1073,13801,5.786283696,3.17805383,0,No issue with the invoice,0,Cluster 1
1074,13802,8.433902883,4.110873864,0,No issue with the invoice,2,Cluster 3
1075,13803,5.627872881,2.890371758,0,No issue with the invoice,0,Cluster 1
1076,13804,7.877317547,4.927253685,0,No issue with the invoice,2,Cluster 3
1077,13805,6.830442176,2.63905733,0,No issue with the invoice,1,Cluster 2
1078,13806,5.550553592,2.397895273,0,No issue with the invoice,0,Cluster 1
1079,13807,4.732683506,2.079441542,0,No issue with the invoice,0,Cluster 1
1080,13808,7.466605059,4.343805422,0,No issue with the invoice,1,Cluster 2
1081,13809,5.050176469,2.564949357,0,No issue with the invoice,0,Cluster 1
1082,13810,7.313227054,3.583518938,0,No issue with the invoice,1,Cluster 2
1083,13811,6.703801422,2.63905733,0,No issue with the invoice,1,Cluster 2
1084,13812,6.29156914,3.610917913,0,No issue with the invoice,1,Cluster 2
1085,13813,7.221002754,4.248495242,0,No issue with the invoice,1,Cluster 2
1086,13814,7.365256073,4.060443011,0,No issue with the invoice,1,Cluster 2
1087,13815,8.301114624,5.176149733,0,No issue with the invoice,2,Cluster 3
1088,13816,6.350309635,3.36729583,0,No issue with the invoice,1,Cluster 2
1089,13817,5.950590468,3.218875825,0,No issue with the invoice,1,Cluster 2
1090,13819,7.039967051,3.610917913,0,No issue with the invoice,1,Cluster 2
1091,13821,5.957494028,4.094344562,0,No issue with the invoice,1,Cluster 2
1092,13822,6.450470422,4.574710979,0,No issue with the invoice,1,Cluster 2
1093,13823,6.865536476,3.713572067,0,No issue with the invoice,1,Cluster 2
1094,13824,7.438348235,3.850147602,0,No issue with the invoice,1,Cluster 2
1095,13826,5.249652195,2.397895273,0,No issue with the invoice,0,Cluster 1
1096,13827,6.023568651,4.543294782,0,No issue with the invoice,1,Cluster 2
1097,13828,5.349438146,2.772588722,0,No issue with the invoice,0,Cluster 1
1098,13831,7.698024633,4.317488114,0,No issue with the invoice,2,Cluster 3
1099,13832,3.974058396,1.386294361,0,No issue with the invoice,0,Cluster 1
1100,13833,5.9553191,3.401197382,0,No issue with the invoice,1,Cluster 2
1101,13835,6.728114127,4.025351691,0,No issue with the invoice,1,Cluster 2
1102,13837,5.60668403,2.995732274,0,No issue with the invoice,0,Cluster 1
1103,13838,6.540640313,5.164785974,0,No issue with the invoice,1,Cluster 2
1104,13841,4.454347296,0.693147181,0,No issue with the invoice,0,Cluster 1
1105,13842,8.127587653,5.332718793,0,No issue with the invoice,2,Cluster 3
1106,13844,5.893355454,3.044522438,0,No issue with the invoice,0,Cluster 1
1107,13845,5.74932929,2.302585093,0,No issue with the invoice,0,Cluster 1
1108,13846,6.76395419,4.025351691,0,No issue with the invoice,1,Cluster 2
1109,13848,7.135687347,1.791759469,0,No issue with the invoice,0,Cluster 1
1110,13849,7.338855645,4.624972813,0,No issue with the invoice,2,Cluster 3
1111,13850,7.375556485,4.543294782,0,No issue with the invoice,1,Cluster 2
1112,13851,7.88324279,4.406719247,0,No issue with the invoice,2,Cluster 3
1113,13853,6.9949783,3.17805383,0,No issue with the invoice,1,Cluster 2
1114,13854,9.000917263,4.709530201,0,No issue with the invoice,2,Cluster 3
1115,13856,5.964863865,2.708050201,0,No issue with the invoice,0,Cluster 1
1116,13858,5.380680457,2.48490665,0,No issue with the invoice,0,Cluster 1
1117,13859,5.309059463,3.36729583,0,No issue with the invoice,0,Cluster 1
1118,13860,7.12841575,4.343805422,0,No issue with the invoice,1,Cluster 2
1119,13862,7.700910677,4.941642423,0,No issue with the invoice,2,Cluster 3
1120,13863,5.726130878,3.044522438,0,No issue with the invoice,0,Cluster 1
1121,13865,6.219715036,3.433987204,0,No issue with the invoice,1,Cluster 2
1122,13866,4.988185165,2.079441542,0,No issue with the invoice,0,Cluster 1
1123,13867,6.92391402,4.127134385,0,No issue with the invoice,1,Cluster 2
1124,13868,8.068885298,3.526360525,0,No issue with the invoice,1,Cluster 2
1125,13869,8.041074906,5.730099783,0,No issue with the invoice,2,Cluster 3
1126,13870,7.927302715,4.753590191,0,No issue with the invoice,2,Cluster 3
1127,13871,8.764717111,5.82008293,0,No issue with the invoice,2,Cluster 3
1128,13873,5.967684018,3.17805383,0,No issue with the invoice,1,Cluster 2
1129,13874,6.294250726,2.944438979,0,No issue with the invoice,1,Cluster 2
1130,13875,7.488735499,4.65396035,0,No issue with the invoice,2,Cluster 3
1131,13876,4.817859279,2.079441542,0,No issue with the invoice,0,Cluster 1
1132,13877,4.772716457,1.386294361,0,No issue with the invoice,0,Cluster 1
1133,13878,7.156589969,3.610917913,0,No issue with the invoice,1,Cluster 2
1134,13880,8.07737574,5.111987788,0,No issue with the invoice,2,Cluster 3
1135,13881,9.750366676,5.187385806,0,No issue with the invoice,2,Cluster 3
1136,13882,7.083496902,4.189654742,0,No issue with the invoice,1,Cluster 2
1137,13883,7.891884082,4.96284463,0,No issue with the invoice,2,Cluster 3
1138,13884,6.670259221,4.094344562,0,No issue with the invoice,1,Cluster 2
1139,13885,6.230087669,3.36729583,0,No issue with the invoice,1,Cluster 2
1140,13886,5.499460678,2.833213344,0,No issue with the invoice,0,Cluster 1
1141,13887,5.85950335,2.995732274,0,No issue with the invoice,0,Cluster 1
1142,13888,6.40791905,3.713572067,0,No issue with the invoice,1,Cluster 2
1143,13889,6.035242169,2.772588722,0,No issue with the invoice,0,Cluster 1
1144,13890,7.541582299,4.709530201,0,No issue with the invoice,2,Cluster 3
1145,13892,6.452001635,3.33220451,0,No issue with the invoice,1,Cluster 2
1146,13893,6.711862042,3.091042453,0,No issue with the invoice,1,Cluster 2
1147,13894,6.337922475,3.33220451,0,No issue with the invoice,1,Cluster 2
1148,13895,7.86098335,4.779123493,0,No issue with the invoice,2,Cluster 3
1149,13897,5.743515877,2.890371758,0,No issue with the invoice,0,Cluster 1
1150,13898,5.055799846,2.564949357,0,No issue with the invoice,0,Cluster 1
1151,13899,5.964915212,2.995732274,0,No issue with the invoice,0,Cluster 1
1152,13900,6.609281855,3.784189634,0,No issue with the invoice,1,Cluster 2
1153,13901,7.961439934,5.010635294,0,No issue with the invoice,2,Cluster 3
1154,13904,5.810062567,3.295836866,0,No issue with the invoice,1,Cluster 2
1155,13908,7.770877275,4.812184355,0,No issue with the invoice,2,Cluster 3
1156,13911,7.856284714,5.003946306,0,No issue with the invoice,2,Cluster 3
1157,13914,6.441663987,3.526360525,0,No issue with the invoice,1,Cluster 2
1158,13917,5.609618305,2.944438979,0,No issue with the invoice,0,Cluster 1
1159,13918,7.101544167,3.433987204,0,No issue with the invoice,1,Cluster 2
1160,13919,5.95534502,3.36729583,0,No issue with the invoice,1,Cluster 2
1161,13922,5.154735638,2.079441542,0,No issue with the invoice,0,Cluster 1
1162,13923,5.864000426,3.044522438,0,No issue with the invoice,0,Cluster 1
1163,13924,7.517439326,4.770684624,0,No issue with the invoice,2,Cluster 3
1164,13925,6.520989248,3.737669618,0,No issue with the invoice,1,Cluster 2
1165,13926,5.415433513,2.48490665,0,No issue with the invoice,0,Cluster 1
1166,13927,5.857904583,3.091042453,0,No issue with the invoice,0,Cluster 1
1167,13928,6.143262461,3.33220451,0,No issue with the invoice,1,Cluster 2
1168,13929,6.737737717,2.302585093,0,No issue with the invoice,0,Cluster 1
1169,13930,5.824051307,2.890371758,0,No issue with the invoice,0,Cluster 1
1170,13931,7.121680471,4.077537444,0,No issue with the invoice,1,Cluster 2
1171,13932,5.731397642,2.833213344,0,No issue with the invoice,0,Cluster 1
1172,13933,6.413114636,3.17805383,0,No issue with the invoice,1,Cluster 2
1173,13934,6.827737571,3.465735903,0,No issue with the invoice,1,Cluster 2
1174,13936,5.933782467,3.295836866,0,No issue with the invoice,1,Cluster 2
1175,13937,5.074235876,2.302585093,0,No issue with the invoice,0,Cluster 1
1176,13938,4.285791027,2.079441542,0,No issue with the invoice,0,Cluster 1
1177,13939,6.344846575,3.828641396,0,No issue with the invoice,1,Cluster 2
1178,13940,6.733568545,3.912023005,0,No issue with the invoice,1,Cluster 2
1179,13941,8.539729334,3.828641396,0,No issue with the invoice,2,Cluster 3
1180,13946,6.332515571,2.48490665,0,No issue with the invoice,0,Cluster 1
1181,13947,4.517431272,1.791759469,0,No issue with the invoice,0,Cluster 1
1182,13948,4.634728988,1.386294361,0,No issue with the invoice,0,Cluster 1
1183,13949,7.794954939,5.081404365,0,No issue with the invoice,2,Cluster 3
1184,13950,6.614806026,3.583518938,0,No issue with the invoice,1,Cluster 2
1185,13951,6.515379135,3.688879454,0,No issue with the invoice,1,Cluster 2
1186,13952,8.087047303,4.927253685,0,No issue with the invoice,2,Cluster 3
1187,13953,8.165272642,3.044522438,0,No issue with the invoice,1,Cluster 2
1188,13954,6.088863453,3.258096538,0,No issue with the invoice,1,Cluster 2
1189,13955,5.780620051,3.526360525,0,No issue with the invoice,1,Cluster 2
1190,13956,6.934806084,5.030437921,0,No issue with the invoice,1,Cluster 2
1191,13959,6.395595432,4.532599493,0,No issue with the invoice,1,Cluster 2
1192,13960,5.443369638,2.564949357,0,No issue with the invoice,0,Cluster 1
1193,13962,5.139028509,2.48490665,0,No issue with the invoice,0,Cluster 1
1194,13963,6.500598741,3.583518938,0,No issue with the invoice,1,Cluster 2
1195,13967,4.403054002,1.098612289,0,No issue with the invoice,0,Cluster 1
1196,13969,9.111065744,6.440946541,0,No issue with the invoice,2,Cluster 3
1197,13971,7.922717807,5.010635294,0,No issue with the invoice,2,Cluster 3
1198,13972,5.253581473,2.772588722,0,No issue with the invoice,0,Cluster 1
1199,13973,5.582367853,2.48490665,0,No issue with the invoice,0,Cluster 1
1200,13974,6.02729008,3.36729583,0,No issue with the invoice,1,Cluster 2
1201,13975,7.834898905,5.826000107,0,No issue with the invoice,2,Cluster 3
1202,13976,5.883266677,2.397895273,0,No issue with the invoice,0,Cluster 1
1203,13978,5.287205862,2.772588722,0,No issue with the invoice,0,Cluster 1
1204,13979,6.769492712,4.007333185,0,No issue with the invoice,1,Cluster 2
1205,13980,5.304001183,2.48490665,0,No issue with the invoice,0,Cluster 1
1206,13982,7.535195256,4.718498871,0,No issue with the invoice,2,Cluster 3
1207,13983,7.86496912,4.682131227,0,No issue with the invoice,2,Cluster 3
1208,13984,6.826013629,2.833213344,0,No issue with the invoice,1,Cluster 2
1209,13985,8.862360374,5.863631176,0,No issue with the invoice,2,Cluster 3
1210,13986,5.772873119,2.63905733,0,No issue with the invoice,0,Cluster 1
1211,13988,8.330612979,5.459585514,0,No issue with the invoice,2,Cluster 3
1212,13989,7.14447032,3.737669618,0,No issue with the invoice,1,Cluster 2
1213,13990,5.743964264,2.833213344,0,No issue with the invoice,0,Cluster 1
1214,13991,6.753402912,4.442651256,0,No issue with the invoice,1,Cluster 2
1215,13992,4.354141431,1.791759469,0,No issue with the invoice,0,Cluster 1
1216,13993,8.151148776,4.804021045,0,No issue with the invoice,2,Cluster 3
1217,13994,7.746793407,5.049856007,0,No issue with the invoice,2,Cluster 3
1218,13995,7.240427447,4.465908119,0,No issue with the invoice,1,Cluster 2
1219,13999,8.269452085,5.342334252,0,No issue with the invoice,2,Cluster 3
1220,14000,6.456235761,2.772588722,0,No issue with the invoice,1,Cluster 2
1221,14001,7.62270309,3.688879454,0,No issue with the invoice,1,Cluster 2
1222,14002,6.274253417,3.871201011,0,No issue with the invoice,1,Cluster 2
1223,14004,8.430248721,5.147494477,0,No issue with the invoice,2,Cluster 3
1224,14005,7.964058357,4.442651256,0,No issue with the invoice,2,Cluster 3
1225,14006,6.870250692,3.433987204,0,No issue with the invoice,1,Cluster 2
1226,14009,6.546225713,3.761200116,0,No issue with the invoice,1,Cluster 2
1227,14012,5.79848641,2.48490665,0,No issue with the invoice,0,Cluster 1
1228,14013,6.161249515,3.555348061,0,No issue with the invoice,1,Cluster 2
1229,14014,6.226892337,3.688879454,0,No issue with the invoice,1,Cluster 2
1230,14015,6.822567692,3.044522438,0,No issue with the invoice,1,Cluster 2
1231,14016,8.376138714,5.087596335,0,No issue with the invoice,2,Cluster 3
1232,14019,7.260248492,4.204692619,0,No issue with the invoice,1,Cluster 2
1233,14020,6.467388119,3.688879454,0,No issue with the invoice,1,Cluster 2
1234,14021,6.450312432,3.135494216,0,No issue with the invoice,1,Cluster 2
1235,14022,6.089044875,3.36729583,0,No issue with the invoice,1,Cluster 2
1236,14023,6.371731498,3.465735903,0,No issue with the invoice,1,Cluster 2
1237,14024,5.795145481,2.833213344,0,No issue with the invoice,0,Cluster 1
1238,14027,4.661739537,1.945910149,0,No issue with the invoice,0,Cluster 1
1239,14029,6.149877559,2.772588722,0,No issue with the invoice,0,Cluster 1
1240,14030,7.766878656,5.497168225,0,No issue with the invoice,2,Cluster 3
1241,14031,9.7577598,5.525452939,0,No issue with the invoice,2,Cluster 3
1242,14032,7.998533629,4.9698133,0,No issue with the invoice,2,Cluster 3
1243,14034,6.48130144,4.49980967,0,No issue with the invoice,1,Cluster 2
1244,14035,7.264744174,4.204692619,0,No issue with the invoice,1,Cluster 2
1245,14036,6.441982686,3.663561646,0,No issue with the invoice,1,Cluster 2
1246,14037,4.998562713,3.36729583,0,No issue with the invoice,0,Cluster 1
1247,14038,7.353325325,4.532599493,0,No issue with the invoice,1,Cluster 2
1248,14039,5.031744257,1.945910149,0,No issue with the invoice,0,Cluster 1
1249,14040,8.193101597,5.463831805,0,No issue with the invoice,2,Cluster 3
1250,14041,4.958710221,3.091042453,0,No issue with the invoice,0,Cluster 1
1251,14044,6.482832084,5.347107531,0,No issue with the invoice,1,Cluster 2
1252,14045,7.415024587,1.945910149,0,No issue with the invoice,1,Cluster 2
1253,14046,5.049791903,2.708050201,0,No issue with the invoice,0,Cluster 1
1254,14047,7.177484662,3.496507561,0,No issue with the invoice,1,Cluster 2
1255,14048,6.018422884,4.454347296,0,No issue with the invoice,1,Cluster 2
1256,14049,8.64518527,6.192362489,0,No issue with the invoice,2,Cluster 3
1257,14050,6.616546997,4.007333185,0,No issue with the invoice,1,Cluster 2
1258,14051,9.655756055,5.351858133,0,No issue with the invoice,2,Cluster 3
1259,14052,5.422126652,4.043051268,0,No issue with the invoice,1,Cluster 2
1260,14053,5.565477803,1.609437912,0,No issue with the invoice,0,Cluster 1
1261,14054,4.537533537,1.945910149,0,No issue with the invoice,0,Cluster 1
1262,14055,6.588431169,2.397895273,0,No issue with the invoice,0,Cluster 1
1263,14056,9.013796151,7.009408933,1,"Unknown ""Country"" due to ""Supplier not provided""",2,Cluster 3
1264,14057,8.735357969,5.65248918,0,No issue with the invoice,2,Cluster 3
1265,14059,5.218191322,2.197224577,0,No issue with the invoice,0,Cluster 1
1266,14060,8.722811265,5.313205979,0,No issue with the invoice,2,Cluster 3
1267,14062,9.255872855,4.718498871,0,No issue with the invoice,2,Cluster 3
1268,14064,7.211364833,4.394449155,0,No issue with the invoice,1,Cluster 2
1269,14066,5.034026247,2.079441542,0,No issue with the invoice,0,Cluster 1
1270,14067,5.928790953,3.970291914,0,No issue with the invoice,1,Cluster 2
1271,14068,5.586686703,3.218875825,0,No issue with the invoice,0,Cluster 1
1272,14071,7.272273385,5.783825182,0,No issue with the invoice,2,Cluster 3
1273,14073,5.024143644,2.63905733,0,No issue with the invoice,0,Cluster 1
1274,14075,6.84934196,3.784189634,0,No issue with the invoice,1,Cluster 2
1275,14076,4.815998212,3.850147602,0,No issue with the invoice,0,Cluster 1
1276,14077,6.215447746,3.761200116,0,No issue with the invoice,1,Cluster 2
1277,14078,6.956897762,4.189654742,0,No issue with the invoice,1,Cluster 2
1278,14079,5.929855065,2.564949357,0,No issue with the invoice,0,Cluster 1
1279,14080,3.841600541,1.609437912,0,No issue with the invoice,0,Cluster 1
1280,14081,6.841102524,5.036952602,0,No issue with the invoice,1,Cluster 2
1281,14082,5.210851341,3.401197382,0,No issue with the invoice,0,Cluster 1
1282,14083,6.926998927,5.204006687,0,No issue with the invoice,2,Cluster 3
1283,14085,8.400555999,6.11146734,0,No issue with the invoice,2,Cluster 3
1284,14087,5.275151089,4.248495242,0,No issue with the invoice,1,Cluster 2
1285,14088,10.82958623,6.380122537,0,No issue with the invoice,2,Cluster 3
1286,14089,5.087596335,2.708050201,0,No issue with the invoice,0,Cluster 1
1287,14090,4.347952654,0.693147181,0,No issue with the invoice,0,Cluster 1
1288,14092,8.313339881,5.370638028,0,No issue with the invoice,2,Cluster 3
1289,14093,6.095486668,4.663439094,0,No issue with the invoice,1,Cluster 2
1290,14096,11.08468992,8.539345996,1,"Unknown ""Country"" due to ""Supplier not provided""",2,Cluster 3
1291,14098,4.999574347,3.091042453,0,No issue with the invoice,0,Cluster 1
1292,14099,8.040823743,5.525452939,0,No issue with the invoice,2,Cluster 3
1293,14100,5.277604325,3.295836866,0,No issue with the invoice,0,Cluster 1
1294,14101,8.695806213,3.583518938,0,No issue with the invoice,2,Cluster 3
1295,14102,7.216180713,4.382026635,0,No issue with the invoice,1,Cluster 2
1296,14104,5.380864628,3.091042453,0,No issue with the invoice,0,Cluster 1
1297,14105,7.144588695,4.317488114,0,No issue with the invoice,1,Cluster 2
1298,14107,7.902572493,4.820281566,0,No issue with the invoice,2,Cluster 3
1299,14108,6.395111336,3.555348061,0,No issue with the invoice,1,Cluster 2
1300,14109,4.978112102,2.302585093,0,No issue with the invoice,0,Cluster 1
1301,14110,8.645436879,5.056245805,0,No issue with the invoice,2,Cluster 3
1302,14111,6.542255799,2.397895273,0,No issue with the invoice,0,Cluster 1
1303,14112,7.978019532,5.081404365,0,No issue with the invoice,2,Cluster 3
1304,14113,7.518292292,3.555348061,0,No issue with the invoice,1,Cluster 2
1305,14114,5.959793265,2.772588722,0,No issue with the invoice,0,Cluster 1
1306,14116,7.232545257,4.290459441,0,No issue with the invoice,1,Cluster 2
1307,14117,4.510859507,1.386294361,0,No issue with the invoice,0,Cluster 1
1308,14121,7.93061979,5.075173815,0,No issue with the invoice,2,Cluster 3
1309,14124,6.041634711,1.791759469,0,No issue with the invoice,0,Cluster 1
1310,14125,7.916234961,5.123963979,0,No issue with the invoice,2,Cluster 3
1311,14126,6.561214525,2.772588722,0,No issue with the invoice,1,Cluster 2
1312,14127,6.56626447,3.80666249,0,No issue with the invoice,1,Cluster 2
1313,14128,6.459121675,3.850147602,0,No issue with the invoice,1,Cluster 2
1314,14129,7.025413862,3.970291914,0,No issue with the invoice,1,Cluster 2
