,x,y,z,label
82367,184137,0.014886341,-1.304017752,Regular
349255,-82751,-0.98984446,0.846443979,Regular
44512,221992,-0.626906354,-1.945451353,Regular
32013,234491,0.297655045,-1.022271934,Regular
224224,42280,-1.685028756,-0.271999878,Regular
456204,-189700,0.347663283,-0.960481399,Regular
404766,-138262,-1.440243773,0.617812231,Regular
156723,109781,-1.726690472,-0.353363261,Regular
495746,-229242,-0.480053881,1.30320772,Regular
225118,41386,0.593378703,-0.720113733,Regular
58234,208270,1.729574382,0.413629292,Regular
516538,-250034,0.425442688,-0.880294992,Regular
344457,-77953,0.972134938,2.691355954,Regular
514583,-248079,0.810098934,-0.494661824,Regular
63357,203147,1.134966026,-0.18287909,Regular
511112,-244608,0.353220747,2.107049481,Regular
3049,263455,0.295630708,-1.02400032,Regular
317112,-50608,-0.571130415,0.779027408,Regular
214630,51874,-1.008460144,0.829289869,Regular
187348,79156,-0.276663139,-1.592075725,Regular
635,265869,1.816274651,0.493573025,Regular
173205,93299,-0.73669674,0.861275377,Regular
329482,-62978,0.985442906,2.357317602,Regular
374691,-108187,1.390088788,0.076270751,Regular
328964,-62460,1.055472375,-0.252450394,Regular
438560,-172056,0.79356257,-0.518219256,Regular
358900,-92396,0.622324865,-0.696367129,Regular
191971,74533,0.47838067,-0.83184664,Regular
248365,18139,-0.812930076,0.401788172,Regular
89531,176973,-1.684575566,0.125613566,Regular
359211,-92707,0.096671042,-1.210501703,Regular
115593,150911,-0.418879517,1.367819226,Regular
11966,254538,0.865033613,-0.447151208,Regular
304431,-37927,0.23384535,-1.082163712,Regular
348513,-82009,-1.0192062,-0.233054515,Regular
74228,192276,1.772766841,0.453815117,Regular
268540,-2036,1.351571575,0.039441841,Regular
519371,-252867,-0.47220488,1.407990611,Regular
239461,27043,0.559404546,-0.756787587,Regular
312020,-45516,0.379542025,-0.934441651,Regular
323409,-56905,0.174782723,-1.131977386,Regular
193224,73280,-0.044666483,-1.365681998,Regular
209594,56910,-1.280823216,0.193771906,Regular
461763,-195259,0.566507924,-0.744294434,Regular
522659,-256155,0.320094812,-0.99133777,Regular
244221,22283,2.692300321,1.370301214,Regular
121750,144754,-0.539223827,0.945785832,Regular
304642,-38138,-1.263631471,0.638923135,Regular
232338,34166,-1.345088203,0.132232533,Regular
296057,-29553,0.563706519,-0.751660877,Regular
117241,149263,-1.139073937,0.743694504,Regular
306071,-39567,1.234079152,-0.073226223,Regular
143845,122659,0.521229155,-0.7954284,Regular
220022,46482,1.668555977,0.36095837,Regular
173498,93006,-0.985226584,0.431636681,Regular
272612,-6108,0.672747171,-0.63520688,Regular
478800,-212296,-1.787226362,-0.013137469,Regular
146984,119520,-0.959095795,0.076500664,Regular
480059,-213555,0.520848106,-0.784233411,Regular
135063,131441,-0.872297042,0.048902033,Regular
231476,35028,-0.09691774,-1.409446057,Regular
460211,-193707,-0.993313435,-0.211189072,Regular
504685,-238181,-1.469909588,0.104267424,Regular
75639,190865,0.197657517,-1.113168469,Regular
502447,-235943,-0.42088237,0.509131875,Regular
180901,85603,2.554311436,1.234004481,Regular
120997,145507,-1.040228115,0.52791278,Regular
123448,143056,-0.686820435,0.663262134,Regular
20525,245979,1.157078666,-0.153825895,Regular
241556,24948,0.618843893,1.84897344,Regular
340588,-74084,0.300089517,-1.012021974,Regular
335512,-69008,0.568820743,-0.740166369,Regular
284259,-17755,-0.439980656,0.505024382,Regular
284537,-18033,-0.296997664,1.142774276,Regular
203934,62570,1.087671763,-0.230283792,Regular
334521,-68017,-0.882081383,0.70025911,Regular
216463,50041,0.638246073,-0.67055452,Regular
147636,118868,-0.853282944,0.376686913,Regular
444755,-178251,-0.515593504,0.834559161,Regular
510745,-244241,0.666346174,-0.645623146,Regular
386225,-119721,1.126794431,-0.187362082,Regular
376482,-109978,1.028592028,-0.287519663,Regular
379080,-112576,-0.872783245,1.191772536,Regular
193053,73451,0.729918605,-0.579963062,Regular
407085,-140581,0.979002749,-0.328167419,Regular
377420,-110916,0.540487066,-0.774675022,Regular
399197,-132693,0.818574262,-0.488008742,Regular
291945,-25441,-0.203854787,1.252497599,Regular
84002,182502,0.826303493,-0.490252775,Regular
475912,-209408,-1.050587353,-2.361186286,Regular
425617,-159113,-0.509071083,0.849949468,Regular
117046,149458,-1.43043533,0.099046661,Regular
407017,-140513,-1.39068482,-0.025827894,Regular
275268,-8764,-1.602693865,0.287798453,Regular
269872,-3368,0.836601792,-0.48247258,Regular
232483,34021,0.684458044,-0.635605305,Regular
240235,26269,1.202161508,-0.106810803,Regular
515421,-248917,1.517701026,0.201436121,Regular
127481,139023,1.546028078,0.222422813,Regular
20089,246415,0.427615611,-0.884605783,Regular
403997,-137493,1.151470573,2.124896082,Regular
494180,-227676,-0.270581817,0.36739812,Regular
385727,-119223,-0.516363575,1.193052015,Regular
225694,40810,-1.64028229,-0.08440165,Regular
491699,-225195,0.794911687,-0.509774446,Regular
373846,-107342,0.516415119,-0.802525749,Regular
370868,-104364,0.563342689,-0.742731223,Regular
1942,264562,-0.254558235,1.008171262,Regular
68294,198210,-1.781873445,-0.432581729,Regular
127010,139494,-0.628155854,-1.938913292,Regular
480146,-213642,1.214816718,-0.100476773,Regular
527703,-261199,-0.706179509,0.743502431,Regular
204863,61641,-1.596175,0.180892493,Regular
184667,81837,-0.404729883,-1.714731966,Regular
314220,-47716,-1.69467987,0.080996982,Regular
494797,-228293,-0.701765053,0.677840164,Regular
401108,-134604,1.889593187,0.574516659,Regular
314981,-48477,1.603362072,0.289107716,Regular
208786,57718,0.726371124,-0.591021951,Regular
37979,228525,0.947266028,-0.371463165,Regular
251226,15278,-0.070055952,-1.379325234,Regular
377924,-111420,-0.345633316,1.170275512,Regular
23362,243142,-0.860533448,0.732929955,Regular
514123,-247619,-1.00676989,0.273041992,Regular
149662,116842,1.015889853,-0.295329888,Regular
315865,-49361,-1.246078502,0.645303572,Regular
425409,-158905,-1.637604455,-0.655042134,Regular
134271,132233,0.521066905,2.18678532,Regular
501637,-235133,0.322551591,-0.986845327,Regular
495504,-229000,-0.819075545,0.547038097,Regular
104691,161813,0.867888309,-0.441198,Regular
238342,28162,0.37360665,-0.934598748,Regular
101258,165246,-0.79997876,0.978972748,Regular
185743,80761,-1.384611037,0.312678282,Regular
265729,775,0.183279333,-1.12885683,Regular
147910,118594,-0.494382619,0.163217296,Regular
484598,-218094,0.842354733,-0.475286876,Regular
56917,209587,2.852017786,1.538373457,Regular
178874,87630,-0.532828548,-1.850532392,Regular
338444,-71940,-1.386973979,0.23465368,Regular
250976,15528,-0.214862189,1.411427712,Regular
104323,162181,0.87575186,-0.440727846,Regular
34900,231604,-0.835555083,-2.145642553,Regular
528880,-262376,-0.647597764,0.782460053,Regular
508782,-242278,-2.254134065,-0.816824789,Regular
104839,161665,-0.417103245,-1.728841698,Regular
127365,139139,1.185403788,-0.12683759,Regular
140495,126009,0.005927062,1.092289909,Regular
203234,63270,-0.763047626,0.392233198,Regular
362802,-96298,0.332981756,1.792393815,Regular
135153,131351,-0.923556021,0.603748199,Regular
334399,-67895,0.119537022,0.876303816,Regular
60747,205757,0.92200747,-0.389407859,Regular
366858,-100354,0.632966309,-0.681071696,Regular
139597,126907,0.076482874,-1.241068767,Regular
416420,-149916,-0.731677456,0.736254595,Regular
263233,3271,1.306152239,-0.010311451,Regular
224128,42376,0.451509585,2.071588572,Regular
320923,-54419,0.055645613,-1.249927739,Regular
115432,151072,-1.373716493,-0.568539617,Regular
46666,219838,-0.481981779,0.878357009,Regular
286818,-20314,-1.129695791,0.696617301,Regular
123602,142902,-0.974767357,0.618113757,Regular
413657,-147153,-0.624276476,0.734622637,Regular
371674,-105170,0.874506801,-0.438360804,Regular
418647,-152143,0.298471041,-1.006515136,Regular
47271,219233,-0.221518062,-1.535845684,Regular
239555,26949,0.137844545,-1.17880236,Regular
472964,-206460,1.610960542,0.299228833,Regular
167439,99065,-1.080939731,0.411183526,Regular
42336,224168,-0.349737035,1.353275214,Regular
184672,81832,0.676442232,-0.633038963,Regular
395162,-128658,0.12098117,-1.185144904,Regular
352644,-86140,-1.053478372,0.558670614,Regular
102515,163989,0.006869148,1.453691764,Regular
380440,-113936,-0.178119681,1.470506532,Regular
427069,-160565,-1.241875184,0.76070023,Regular
304438,-37934,-1.421804189,0.465126989,Regular
305204,-38700,-0.674254862,0.890496791,Regular
322643,-56139,-1.441701959,-0.012962803,Regular
335680,-69176,-0.826843832,0.964940202,Regular
244989,21515,0.37460962,-0.937398488,Regular
146867,119637,0.408729179,-0.901576642,Regular
71513,194991,0.260960462,-1.062302471,Regular
512294,-245790,-1.060351966,-2.374962916,Regular
318052,-51548,3.057295514,1.74712394,Regular
381923,-115419,0.130181863,-1.173931023,Regular
500177,-233673,-0.900557627,0.615792212,Regular
364579,-98075,0.822297563,-0.490249524,Regular
374799,-108295,-0.897361888,0.400771592,Regular
529056,-262552,-0.95368039,0.416625447,Regular
20777,245727,1.054982141,-0.268140672,Regular
484949,-218445,-0.455403131,0.903788073,Regular
103803,162701,-0.708201927,0.181740864,Regular
134505,131999,0.094812568,1.847418397,Regular
168745,97759,1.52419639,0.205393851,Regular
452592,-186088,-1.687188625,-0.11516206,Regular
435938,-169434,-1.849787572,0.003832493,Regular
480880,-214376,0.947274126,-0.357625142,Regular
190074,76430,0.552302568,-0.770299841,Regular
81512,184992,-2.507161,-0.826195611,Regular
214180,52324,-0.562954078,1.158402484,Regular
78553,187951,-1.111404886,-0.584059835,Regular
15378,251126,-1.143328913,-0.487589664,Regular
117056,149448,0.636129225,-0.683110876,Regular
324994,-58490,1.370616332,2.937911378,Regular
135063,131441,-0.872297042,0.048902033,Regular
45555,220949,0.223468658,-1.097286794,Regular
28642,237862,-1.65611087,0.17640395,Regular
31839,234665,-0.996503725,0.466895862,Regular
153622,112882,-0.119455384,1.258275293,Regular
173925,92579,-0.851051321,0.712627301,Regular
188749,77755,-1.714025376,-0.321066007,Regular
236329,30175,0.107825506,-1.201136884,Regular
263137,3367,0.529691499,-0.787892782,Regular
213176,53328,1.458944287,3.145534067,Regular
519140,-252636,-0.485560654,1.362526682,Regular
519468,-252964,-1.405806717,0.115749078,Regular
93358,173146,0.483491494,2.032754972,Regular
472883,-206379,-0.118901872,1.60580391,Regular
144091,122413,-0.678444667,0.836230804,Regular
28248,238256,-0.288508088,1.191042217,Regular
89951,176553,-0.94235855,0.544655024,Regular
464064,-197560,0.966200694,-0.340182084,Regular
439119,-172615,-0.623165287,0.865677111,Regular
303809,-37305,-0.53333703,1.252699333,Regular
396353,-129849,2.001187142,0.685288447,Regular
241160,25344,-0.757619731,0.347082825,Regular
213068,53436,-0.210900304,-1.519434219,Regular
140125,126379,-0.446783797,0.70991978,Regular
361880,-95376,2.055572452,0.741829395,Regular
520689,-254185,-0.232786236,1.137398149,Regular
200942,65562,-1.153089144,0.873477086,Regular
33572,232932,1.418988272,0.099586795,Regular
30347,236157,-0.007701781,1.770799197,Regular
244788,21716,1.139874112,-0.176282711,Regular
447423,-180919,-0.573364325,0.798703008,Regular
384588,-118084,-1.391285968,0.212363184,Regular
153906,112598,-0.082354262,1.514192524,Regular
373056,-106552,1.382750545,0.066743367,Regular
79794,186710,-1.2081103,0.148419631,Regular
342845,-76341,-1.826576241,-0.361069631,Regular
188542,77962,1.004075047,-0.308870112,Regular
215481,51023,0.671244573,-0.649429281,Regular
56674,209830,0.684657956,-0.632911603,Regular
527620,-261116,-1.165615484,0.745236723,Regular
80333,186171,0.563864271,-0.74574349,Regular
508183,-241679,0.065441099,1.516502967,Regular
57298,209206,-0.637044513,1.030059424,Regular
319604,-53100,-0.422042377,1.145409576,Regular
511657,-245153,0.66935162,-0.643712074,Regular
339320,-72816,0.429174558,2.364231208,Regular
44763,221741,0.313739853,-0.997853145,Regular
452981,-186477,0.602290446,-0.709618152,Regular
280899,-14395,-0.44982984,-1.766125844,Regular
71292,195212,-1.396844597,0.636762278,Regular
91072,175432,0.928471409,-0.393106587,Regular
424707,-158203,-0.17871913,1.357658904,Regular
465291,-198787,1.082390797,-0.235282453,Regular
418665,-152161,1.564724852,0.246954896,Regular
158270,108234,-0.158574381,1.279672493,Regular
491793,-225289,0.238853368,-1.070977123,Regular
418940,-152436,0.109763637,-1.199586259,Regular
32657,233847,-0.427643934,1.28430601,Regular
152907,113597,0.365398199,-0.945830997,Regular
451395,-184891,0.285225686,-1.026864264,Regular
470839,-204335,-0.000116129,1.559702522,Regular
386638,-120134,0.624731433,-0.687267108,Regular
100880,165624,0.781611313,-0.531031253,Regular
321448,-54944,-0.642751254,1.043647143,Regular
123664,142840,1.39468905,0.076430406,Regular
267377,-873,0.595663084,2.05297098,Regular
129245,137259,0.77701976,-0.534737168,Regular
15847,250657,0.716319857,-0.595502418,Regular
429060,-162556,-0.598040641,1.290057476,Regular
480063,-213559,0.182341119,-1.127848513,Regular
197382,69122,0.53262322,-0.784702495,Regular
190233,76271,0.618851575,2.330194525,Regular
49199,217305,0.479321859,-0.835646734,Regular
287839,-21335,0.594423134,-0.717001343,Regular
9794,256710,0.604831594,-0.706939146,Regular
45781,220723,0.704973968,-0.610660182,Regular
470420,-203916,-0.175410699,1.658066059,Regular
509597,-243093,-0.887826193,0.395521288,Regular
415517,-149013,-0.822598656,0.918813147,Regular
90921,175583,1.065599245,-0.248189991,Regular
136236,130268,0.708680345,-0.607926016,Regular
68009,198495,-0.018167149,-1.336257498,Regular
167289,99215,-1.564076563,0.060160339,Regular
252837,13667,2.680469518,1.36850735,Regular
269710,-3206,0.459285955,-0.848721074,Regular
203462,63042,0.964007636,-0.352386124,Regular
316237,-49733,-1.140564418,0.254069996,Regular
219129,47375,-1.091907769,0.623794588,Regular
283990,-17486,-1.950958875,-0.120920254,Regular
28650,237854,1.265848258,-0.046358458,Regular
454959,-188455,-1.10617479,-0.413639342,Regular
277100,-10596,0.133771119,-1.174007742,Regular
305296,-38792,-0.327298456,1.229678926,Regular
455748,-189244,0.795840856,-0.514828239,Regular
377011,-110507,2.306289056,0.992714006,Regular
324416,-57912,0.025495709,-1.287896303,Regular
126143,140361,0.596305461,-0.714109869,Regular
358468,-91964,-0.513061253,-1.826860134,Regular
324666,-58162,-2.000622175,-0.416897158,Regular
370912,-104408,-0.782598554,0.966191495,Regular
80955,185549,1.05939365,-0.2597207,Regular
523673,-257169,0.178783649,-1.131530093,Regular
483671,-217167,-0.589046494,1.019541169,Regular
166332,100172,0.376601021,-0.938791221,Regular
188466,78038,0.420360617,-0.890247374,Regular
338605,-72101,1.79391847,0.487501909,Regular
11715,254789,-0.766514109,1.155225632,Regular
505391,-238887,0.021247207,-1.290168526,Regular
366807,-100303,-1.177685071,0.394576046,Regular
442359,-175855,1.220141803,-0.085843629,Regular
458575,-192071,-0.585741041,-1.901937401,Regular
100665,165839,-1.268063673,0.439670349,Regular
337523,-71019,-1.461310266,0.27967665,Regular
340379,-73875,0.876561784,-0.433628195,Regular
363617,-97113,1.197220191,-0.113240069,Regular
485676,-219172,-0.322673771,1.149023899,Regular
395554,-129050,0.670651734,-0.642599071,Regular
77037,189467,0.298792604,1.15851711,Regular
53293,213211,-0.1248366,-1.449461078,Regular
463164,-196660,-0.229872204,-1.545018053,Regular
26610,239894,0.233622739,-1.085820854,Regular
480794,-214290,0.091862045,-1.212037162,Regular
13061,253443,-1.140034826,0.830535476,Regular
288696,-22192,1.670789092,0.35637657,Regular
37707,228797,-0.649071831,0.814477456,Regular
503280,-236776,0.630235778,-0.675550691,Regular
9888,256616,0.309488072,-1.002721729,Regular
435476,-168972,1.10287103,-0.210631754,Regular
402016,-135512,1.339969846,0.027219006,Regular
457523,-191019,0.152597412,-1.152660852,Regular
95191,171313,-1.014449628,-0.309293471,Regular
201062,65442,-0.269474967,1.179372329,Regular
104194,162310,-0.015601602,-1.331230105,Regular
174860,91644,-1.853651962,-0.394638545,Regular
6270,260234,-1.45617111,0.092888744,Regular
360557,-94053,-1.342865839,0.263110839,Regular
43432,223072,0.120224544,-1.199109615,Regular
516816,-250312,-0.702016188,0.673035749,Regular
422706,-156202,-0.23525138,1.367379386,Regular
473784,-207280,-1.019788644,0.605158873,Regular
423073,-156569,-1.604929053,0.218797569,Regular
165467,101037,0.210815165,-1.110427052,Regular
310670,-44166,-0.258725589,1.4711386,Regular
508457,-241953,1.845314939,0.534076478,Regular
185310,81194,-0.16345201,1.750666334,Regular
316464,-49960,-0.870179412,0.697602123,Regular
37592,228912,0.765371115,-0.555672695,Regular
332016,-65512,0.383402978,-0.923854636,Regular
204586,61918,0.965241744,-0.342973477,Regular
49134,217370,-0.200719632,0.805231875,Regular
72951,193553,0.376162435,-0.934461249,Regular
99418,167086,-2.587161285,-0.818633013,Regular
31837,234667,0.334340927,-0.97836524,Regular
77819,188685,0.979687967,-0.338687726,Regular
9453,257051,0.586381078,-0.732948523,Regular
491973,-225469,1.168311639,-0.133097016,Regular
300716,-34212,-0.862481418,0.706702568,Regular
201027,65477,-0.901692342,0.4649244,Regular
312942,-46438,-1.232406584,0.143400128,Regular
139963,126541,-1.829332676,-0.859258259,Regular
172996,93508,-1.847389755,-0.297926076,Regular
286771,-20267,-1.149865993,0.471470368,Regular
257892,8612,-0.491976801,0.980598781,Regular
226916,39588,-1.68507942,-0.082848856,Regular
50720,215784,0.852756628,-0.467402704,Regular
370004,-103500,-0.512987588,0.976312795,Regular
511175,-244671,0.998467229,-0.310346429,Regular
161107,105397,-1.755976366,-3.071930303,Regular
288063,-21559,0.491240155,-0.82393318,Regular
315477,-48973,1.273435407,-0.037416024,Regular
28559,237945,0.717734898,-0.599107793,Regular
335853,-69349,0.229274588,-1.08060963,Regular
126743,139761,0.38699953,-0.927480059,Regular
148620,117884,1.07842778,-0.240589982,Regular
156424,110080,-0.593072707,1.257543757,Regular
361561,-95057,0.495390301,1.839344691,Regular
240811,25693,0.165324389,-1.142041964,Regular
386620,-120116,1.131730651,-0.186724468,Regular
79795,186709,-0.722897085,1.27534939,Regular
144068,122436,-0.380145648,-1.694752491,Regular
42405,224099,0.635664763,-0.677274216,Regular
490265,-223761,0.676951336,-0.635684093,Regular
375741,-109237,0.427227567,-0.879460611,Regular
112850,153654,0.887014053,-0.430852029,Regular
78244,188260,-0.057719189,1.570067837,Regular
243088,23416,0.325765779,-0.991466458,Regular
291290,-24786,-1.084800774,0.573371065,Regular
45565,220939,-0.922622708,0.540819824,Regular
367570,-101066,0.71127235,-0.605843122,Regular
305962,-39458,-0.18728104,-1.49328942,Regular
299069,-32565,-1.202438665,0.410202198,Regular
85668,180836,0.432013014,-0.887360737,Regular
207805,58699,-0.628726768,0.328771743,Regular
243809,22695,2.320106621,1.010948573,Regular
495046,-228542,-0.153188631,0.488636499,Regular
507721,-241217,0.694408354,-0.616242865,Regular
26564,239940,1.540438033,0.22838158,Regular
514221,-247717,0.243672583,-1.070390501,Regular
501624,-235120,0.967489007,-0.337385864,Regular
65473,201031,-1.079071194,0.451216186,Regular
119191,147313,0.743521194,-0.56674534,Regular
402865,-136361,0.608650753,-0.695983439,Regular
199106,67398,-0.103544467,-1.420468833,Regular
366963,-100459,-0.567799491,1.110168321,Regular
340432,-73928,-0.01830673,1.54376912,Regular
76527,189977,-2.224780945,-0.201424782,Regular
290167,-23663,0.89794676,-0.414717671,Regular
359435,-92931,-0.887801969,0.770578353,Regular
358123,-91619,1.192104465,-0.126747017,Regular
153659,112845,-1.024506287,0.803796115,Regular
337102,-70598,-0.402178947,-1.712145896,Regular
213537,52967,0.216342906,1.027360369,Regular
14117,252387,-0.120512329,-1.437676126,Regular
487124,-220620,-0.06015569,-1.372484894,Regular
106416,160088,0.650478837,-0.666867765,Regular
524785,-258281,-0.562374358,0.89440204,Regular
328514,-62010,-1.713029436,-0.35307439,Regular
117974,148530,1.118759187,-0.200355863,Regular
234142,32362,-0.450385676,1.243837084,Regular
119636,146868,-0.521395179,-0.298314315,Regular
245711,20793,-0.200182203,-1.514916224,Regular
267037,-533,0.472063848,-0.838072652,Regular
478471,-211967,1.067154904,-0.244820886,Regular
205063,61441,0.718938786,-0.588463013,Regular
195895,70609,1.760281948,0.444337279,Regular
147402,119102,0.55914181,-0.756107118,Regular
192218,74286,0.865422959,-0.451436288,Regular
253923,12581,1.491497281,0.178676166,Regular
186950,79554,-0.491377374,0.857737722,Regular
499301,-232797,-1.335146855,0.712110865,Regular
245522,20982,0.964948443,-0.352985359,Regular
366296,-99792,-0.722855687,1.148114816,Regular
312983,-46479,-0.521283434,0.952268323,Regular
510975,-244471,0.51267724,-0.804107628,Regular
479810,-213306,0.963512286,-0.342143054,Regular
192345,74159,0.315695088,-0.998018665,Regular
469694,-203190,-0.447483555,-1.764364742,Regular
217000,49504,1.932775326,0.614950461,Regular
196071,70433,1.160968648,-0.152163797,Regular
206805,59699,0.067595149,1.58923679,Regular
369908,-103404,-1.329191229,0.135798373,Regular
519493,-252989,-0.105693304,1.361884888,Regular
2603,263901,-0.203008743,0.97578724,Regular
203519,62985,-1.315458414,-0.153672204,Regular
221008,45496,-0.614391786,0.04174503,Regular
179065,87439,1.035959755,-0.280607285,Regular
348363,-81859,-1.975279096,-0.314354724,Regular
152087,114417,0.709237964,-0.604285712,Regular
454310,-187806,-0.154966153,-1.46049879,Regular
462175,-195671,0.443740751,-0.868838596,Regular
311163,-44659,0.834608874,-0.479717285,Regular
443797,-177293,-0.903768097,0.700179126,Regular
154394,112110,0.10052162,-1.219286949,Regular
364340,-97836,1.198600163,-0.116981127,Regular
231920,34584,1.105559488,-0.20959476,Regular
58964,207540,2.291172152,0.972707407,Regular
63589,202915,1.470282671,0.15752961,Regular
357784,-91280,-1.245478951,-0.103436282,Regular
37849,228655,1.257283961,-0.05422247,Regular
215466,51038,-0.099568213,-1.415451007,Regular
436259,-169755,-1.024265307,0.530459214,Regular
184951,81553,-1.065521719,0.733242826,Regular
528655,-262151,0.17624058,-1.129456085,Regular
171823,94681,-0.095629691,-1.412614649,Regular
191368,75136,-0.785032065,0.734219204,Regular
29428,237076,1.882551751,0.567283055,Regular
450937,-184433,0.204957111,0.869289489,Regular
300327,-33823,-0.552363087,-1.866943453,Regular
515677,-249173,-2.296655298,-0.782401753,Regular
249843,16661,-0.631190644,0.717617733,Regular
363669,-97165,1.471874079,0.162577866,Regular
391253,-124749,-0.897774261,0.450741285,Regular
308218,-41714,1.085546692,-0.229343728,Regular
152251,114253,0.384575399,1.836056552,Regular
435753,-169249,-0.852008679,0.129423582,Regular
426593,-160089,-0.349855148,1.546813789,Regular
421731,-155227,0.195557259,-1.107000239,Regular
315270,-48766,-1.993213689,-0.053648546,Regular
306821,-40317,0.166727449,-1.148566611,Regular
443784,-177280,-0.988682359,0.772751046,Regular
503969,-237465,-0.161551258,1.424435993,Regular
519513,-253009,0.965058475,-0.342742173,Regular
484478,-217974,1.475219094,0.162623427,Regular
321785,-55281,1.736344299,0.416010516,Regular
217541,48963,1.172511926,-0.144563828,Regular
403134,-136630,-0.768403487,0.643356482,Regular
505583,-239079,-0.749606072,0.146061698,Regular
292679,-26175,0.074004287,1.789271591,Regular
209415,57089,-0.734988148,0.726389123,Regular
120146,146358,1.50514563,3.174452955,Regular
15045,251459,1.89068887,0.569896064,Regular
118342,148162,-0.628071348,0.724496008,Regular
7638,258866,0.749034034,-0.575153494,Regular
256388,10116,1.125875575,-0.185875949,Regular
97784,168720,-0.241490971,-1.558278814,Regular
364295,-97791,2.146556961,0.832459895,Regular
373763,-107259,-0.495202238,0.726264325,Regular
117433,149071,3.803993743,2.479339211,Regular
495316,-228812,-1.017092421,0.882751496,Regular
21400,245104,0.440435148,-0.882466396,Regular
184995,81509,1.482654669,0.167966286,Regular
180785,85719,-0.294501603,-1.615646969,Regular
25673,240831,-1.233360125,0.362918959,Regular
87330,179174,0.79115534,-0.529792368,Regular
514287,-247783,1.401833644,0.093055601,Regular
314305,-47801,1.24633907,-0.063285636,Regular
244098,22406,0.4796306,-0.834987028,Regular
18042,248462,0.874482509,-0.438398644,Regular
235555,30949,-0.409475227,-1.716210437,Regular
530622,-264118,0.123835406,-1.187349805,Regular
219049,47455,-0.691727506,0.813433774,Regular
495207,-228703,1.403006961,0.091105242,Regular
416873,-150369,-0.721109547,0.842629787,Regular
80373,186131,0.701937953,-0.617276533,Regular
294354,-27850,0.119485173,-1.190946323,Regular
232326,34178,2.529181702,1.220067914,Regular
315931,-49427,-0.128130229,-1.441988384,Regular
452649,-186145,-0.752454734,0.664446969,Regular
117755,148749,-1.680110068,-0.163828809,Regular
377420,-110916,0.540487066,-0.774675022,Regular
329433,-62929,0.60312067,-0.711536928,Regular
187057,79447,0.855663851,-0.458010579,Regular
235266,31238,1.76586169,0.455934443,Regular
75357,191147,0.300330924,-1.012177645,Regular
491936,-225432,0.528272268,1.865179159,Regular
93567,172937,-0.050347253,-1.371379736,Regular
9726,256778,1.419732968,0.106375338,Regular
192500,74004,0.893023042,-0.423473396,Regular
358299,-91795,-1.123056794,0.411851177,Regular
284517,-18013,-0.457344742,1.263213868,Regular
525400,-258896,0.28341604,1.804219528,Regular
300814,-34310,-0.54819514,0.920819754,Regular
106566,159938,0.652149385,-0.666072615,Regular
382072,-115568,1.210378922,-0.102657105,Regular
117950,148554,0.144123934,1.457655866,Regular
166767,99737,-1.824201724,-0.195545609,Regular
475504,-209000,1.832410995,0.519549544,Regular
1536,264968,-1.559179135,-0.104025654,Regular
319079,-52575,0.519365654,-0.78972191,Regular
116801,149703,-0.7961984,0.061313192,Regular
213368,53136,-0.893379693,0.446715654,Regular
313724,-47220,-1.393355983,0.078071334,Regular
234190,32314,0.74890852,-0.567243395,Regular
374102,-107598,1.4117819,0.098791397,Regular
16411,250093,0.174843042,1.4791333,Regular
187322,79182,-0.984647823,0.867732915,Regular
39295,227209,0.319923523,1.654463137,Regular
447051,-180547,0.347187569,1.339049142,Regular
261540,4964,1.152894588,-0.155209654,Regular
417221,-150717,-0.762740859,0.945432628,Regular
137896,128608,0.460760736,-0.855433563,Regular
264426,2078,2.145294603,2.856643069,Regular
308291,-41787,0.943703031,-0.37037552,Regular
303550,-37046,-0.07421193,-1.381179701,Regular
481184,-214680,1.736158764,0.422650209,Regular
191658,74846,-1.174600962,0.598593714,Regular
460917,-194413,-1.328221772,0.115861997,Regular
455116,-188612,0.778274636,-0.534462088,Regular
94771,171733,0.967593909,-0.34524285,Regular
316407,-49903,-0.072601402,0.86234365,Regular
308037,-41533,1.095321507,-0.220331501,Regular
227073,39431,-1.200730424,-0.279665529,Regular
136950,129554,-1.194143613,0.153414643,Regular
263092,3412,0.337281338,1.893015357,Regular
188388,78116,-1.585748858,0.22217043,Regular
401614,-135110,0.929054004,-0.388933997,Regular
214328,52176,1.411481603,0.100953569,Regular
234801,31703,-1.702683221,-0.106395583,Regular
339706,-73202,-0.09325966,-1.402998036,Regular
312842,-46338,-0.401959907,-1.709746838,Regular
518471,-251967,-0.74969794,0.811012599,Regular
109311,157193,1.163024776,-0.151239921,Regular
438820,-172316,1.163153699,-0.146081717,Regular
205811,60693,-0.969919648,0.551130655,Regular
337920,-71416,4.080308877,2.759982326,Regular
488638,-222134,0.633544277,-0.682596743,Regular
349925,-83421,-1.513342049,0.312909831,Regular
50767,215737,0.297003199,-1.018162163,Regular
508676,-242172,-1.652816204,-0.292915502,Regular
353344,-86840,0.461882305,-0.85183492,Regular
274075,-7571,-0.653024928,0.92670028,Regular
379208,-112704,-1.383971654,0.181218553,Regular
462549,-196045,0.409852865,-0.903063342,Regular
826,265678,1.818443961,0.497978673,Regular
382933,-116429,-0.424231668,1.198405723,Regular
208093,58411,1.070524736,-0.244645328,Regular
285248,-18744,-1.252952549,0.247653135,Regular
103769,162735,0.860845444,-0.459306963,Regular
516233,-249729,-0.685842822,1.185282368,Regular
47133,219371,1.400918972,0.087312297,Regular
